"country","code","region","year","life_exp","gdp_per_cap","pop"
"Solomon Islands","slb","Asia",1999,61.7,2074,401319
"Somalia","som","Africa",1999,50.4,605,7148406
"South Africa","zaf","Africa",1999,57.9,9766,44233730
"Spain","esp","Europe",1999,78.8,29353,40392585
"Sri Lanka","lka","Asia",1999,72.4,4677,18670843
"Sudan","sdn","Africa",1999,62,2183,27406808
"Suriname","sur","Americas",1999,69.9,10054,475637
"Swaziland","swz","Africa",1999,51.4,5243,1048151
"Sweden","swe","Europe",1999,79.5,35208,8863595
"Switzerland","che","Europe",1999,79.8,47486,7136813
"Syria","syr","Asia",1999,74.1,5291,15972430
"Tajikistan","tjk","Asia",1999,65.5,1111,6094126
"Tanzania","tza","Africa",1999,53.8,1454,33135281
"Thailand","tha","Asia",1999,70.5,8633,61973957
"Timor-Leste","tls","Asia",1999,62.3,1132,841063
"Togo","tgo","Africa",1999,56.8,1349,4747665
"Tonga","ton","Asia",1999,69.6,4478,97398
"Trinidad and Tobago","tto","Americas",1999,69.3,16739,1264781
"Tunisia","tun","Africa",1999,74.7,7201,9603733
"Turkey","tur","Europe",1999,71.5,12381,62295617
"Turkmenistan","tkm","Asia",1999,63.5,5132,4449427
"Uganda","uga","Africa",1999,48.9,1043,23026357
"Ukraine","ukr","Europe",1999,67.7,4496,49196895
"United Arab Emirates","are","Asia",1999,73,101940,2884188
"United Kingdom","gbr","Europe",1999,77.5,31474,58657794
"United States","usa","Americas",1999,76.9,44673,279730801
"Uruguay","ury","Americas",1999,74.3,13177,3309318
"Uzbekistan","uzb","Asia",1999,67.4,2414,24194543
"Vanuatu","vut","Asia",1999,62,2720,181346
"Venezuela","ven","Americas",1999,70.2,14216,24023355
"Vietnam","vnm","Asia",1999,71.7,2515,79399708
"Yemen","yem","Asia",1999,62,3892,17304422
"Zambia","zmb","Africa",1999,45,2176,10309310
"Zimbabwe","zwe","Africa",1999,49.3,2625,12374019
"South Sudan","ssd","Africa",1999,54.1,2518,6398416
"Afghanistan","afg","Asia",2000,50.1,962,19701940
"Albania","alb","Europe",2000,74.7,5305,3121965
"Algeria","dza","Africa",2000,73.3,9885,31183658
"Angola","ago","Africa",2000,52.3,3387,15058638
"Antigua and Barbuda","atg","Americas",2000,73.8,19319,77648
"Argentina","arg","Americas",2000,74.2,11504,37057453
"Armenia","arm","Europe",2000,71.3,2919,3076098
"Australia","aus","Asia",2000,79.8,35253,19107251
"Austria","aut","Europe",2000,78.2,38548,8050884
"Azerbaijan","aze","Europe",2000,66.5,4459,8117742
"Bahamas","bhs","Americas",2000,70.2,25858,297891
"Bahrain","bhr","Asia",2000,73.7,45063,666855
"Bangladesh","bgd","Asia",2000,64.9,1632,131280739
"Barbados","brb","Americas",2000,74,14677,269838
"Belarus","blr","Europe",2000,68.1,7300,9952055
"Belgium","bel","Europe",2000,77.8,37404,10268380
"Belize","blz","Americas",2000,69,7215,247312
"Benin","ben","Africa",2000,57.2,1525,6949366
"Bhutan","btn","Asia",2000,65.9,3596,564187
"Bolivia","bol","Americas",2000,67.6,4330,8339512
"Bosnia and Herzegovina","bih","Europe",2000,75.7,6158,3792878
"Botswana","bwa","Africa",2000,47.6,10250,1736579
"Brazil","bra","Americas",2000,70.7,11461,175786441
"Brunei","brn","Asia",2000,75.9,74475,330554
"Bulgaria","bgr","Europe",2000,71.6,9075,8000510
"Burkina Faso","bfa","Africa",2000,52.6,1046,11607944
"Burundi","bdi","Africa",2000,46.7,723,6767073
"Cambodia","khm","Asia",2000,60,1368,12197905
"Cameroon","cmr","Africa",2000,54.3,2404,15927713
"Canada","can","Americas",2000,79.2,37314,30701903
"Cape Verde","cpv","Africa",2000,68.4,3772,438737
"Central African Republic","caf","Africa",2000,45.3,848,3726048
"Chad","tcd","Africa",2000,51.5,998,8343321
"Chile","chl","Americas",2000,77.3,14614,15170387
"China","chn","Asia",2000,69.8,3678,1269974572
"Colombia","col","Americas",2000,73.3,8414,40403959
"Comoros","com","Africa",2000,62.1,1391,547696
"Congo, Dem. Rep.","cod","Africa",2000,54.3,531,48048664
"Congo, Rep.","cog","Africa",2000,52.5,4623,3109269
"Costa Rica","cri","Americas",2000,77.7,9564,3925450
"Cote d'Ivoire","civ","Africa",2000,52,3049,16517948
"Cuba","cub","Americas",2000,76.2,11268,11116787
"Cyprus","cyp","Europe",2000,77.7,30005,943287
"Czech Republic","cze","Europe",2000,75,21003,10263010
"Denmark","dnk","Europe",2000,77.1,41693,5338283
"Djibouti","dji","Africa",2000,60,2079,722562
"Dominican Republic","dom","Americas",2000,73.3,7955,8562623
"Ecuador","ecu","Americas",2000,73.2,7444,12628596
"Egypt","egy","Africa",2000,69.7,7807,68334905
"El Salvador","slv","Americas",2000,71.9,6266,5811836
"Equatorial Guinea","gnq","Africa",2000,52.9,11768,530896
"Eritrea","eri","Africa",2000,37.6,1446,3535156
"Estonia","est","Europe",2000,70.4,14877,1399145
"Ethiopia","eth","Africa",2000,52.1,623,66443603
"Fiji","fji","Asia",2000,64.2,6444,811223
"Finland","fin","Europe",2000,77.8,34517,5176482
"France","fra","Europe",2000,79.1,34774,59387183
"Gabon","gab","Africa",2000,59.3,17630,1231548
"Gambia","gmb","Africa",2000,63.6,1564,1228863
"Georgia","geo","Europe",2000,71.4,3269,4743591
"Germany","deu","Europe",2000,78.1,36953,81895925
"Ghana","gha","Africa",2000,60,2273,18824994
"Greece","grc","Europe",2000,78.6,25030,10954032
"Grenada","grd","Americas",2000,70.5,9650,101620
"Guatemala","gtm","Americas",2000,68.8,6313,11688660
"Guinea","gin","Africa",2000,54.2,1139,8799165
"Guinea-Bissau","gnb","Africa",2000,52.8,1330,1315455
"Guyana","guy","Americas",2000,64.2,5071,742218
"Haiti","hti","Americas",2000,58.7,1734,8549202
"Honduras","hnd","Americas",2000,70.5,3483,6243080
"Hong Kong, China","hkg","Asia",2000,80.36,34017,6783502
"Hungary","hun","Europe",2000,71.8,17707,10224113
"Iceland","isl","Europe",2000,80.5,33599,281214
"India","ind","Asia",2000,61.5,2548,1053481072
"Indonesia","idn","Asia",2000,67.5,5878,211540428
"Iran","irn","Asia",2000,71.4,11719,65850062
"Iraq","irq","Asia",2000,65.8,11764,23574751
"Ireland","irl","Europe",2000,77.8,41198,3841574
"Israel","isr","Asia",2000,78.6,25739,6013711
"Italy","ita","Europe",2000,79.6,36073,57147081
"Jamaica","jam","Americas",2000,74.4,8139,2600095
"Japan","jpn","Asia",2000,81,32193,125714674
"Jordan","jor","Asia",2000,73.4,7695,4767476
"Kazakhstan","kaz","Asia",2000,64.9,9706,14956769
"Kenya","ken","Africa",2000,55.6,2143,31065820
"Kiribati","kir","Asia",2000,59.8,1804,84406
"North Korea","prk","Asia",2000,59.1,1287,22840218
"South Korea","kor","Asia",2000,76.3,20757,46206271
"Kuwait","kwt","Asia",2000,77.7,75219,1929470
"Kyrgyz Republic","kgz","Asia",2000,65.9,2075,4954850
"Lao","lao","Asia",2000,56.1,2327,5342879
"Latvia","lva","Europe",2000,70.5,10859,2371481
"Lebanon","lbn","Asia",2000,75.9,12335,3235380
"Lesotho","lso","Africa",2000,50.7,1629,1856225
"Liberia","lbr","Africa",2000,55.8,473,2891968
"Libya","lby","Africa",2000,74.8,22682,5337264
"Lithuania","ltu","Europe",2000,72.1,12484,3486373
"Luxembourg","lux","Europe",2000,78.5,81425,436107
"Macedonia, FYR","mkd","Europe",2000,72.9,8543,2012051
"Madagascar","mdg","Africa",2000,59.1,1446,15744811
"Malawi","mwi","Africa",2000,45.4,632,11193230
"Malaysia","mys","Asia",2000,73.3,15695,23420751
"Maldives","mdv","Asia",2000,73,7134,280384
"Mali","mli","Africa",2000,53.5,1269,11046926
"Malta","mlt","Europe",2000,79.2,25841,387180
"Mauritania","mrt","Africa",2000,63.8,2738,2711421
"Mauritius","mus","Africa",2000,71.4,11349,1185143
"Mexico","mex","Americas",2000,74.6,14704,102808590
"Micronesia, Fed. Sts.","fsm","Asia",2000,66.6,3167,107430
"Moldova","mda","Europe",2000,68.6,2329,4201088
"Mongolia","mng","Asia",2000,62.5,4655,2397438
"Montenegro","mne","Europe",2000,73.3,9803,613557
"Morocco","mar","Africa",2000,71.5,4430,28950553
"Mozambique","moz","Africa",2000,52.3,583,18264536
"Myanmar","mmr","Asia",2000,60.8,2069,47669791
"Namibia","nam","Africa",2000,54,6111,1897953
"Nepal","npl","Asia",2000,65.2,1577,23740145
"Netherlands","nld","Europe",2000,78.1,41771,15894016
"New Zealand","nzl","Asia",2000,78.4,27963,3858234
"Nicaragua","nic","Americas",2000,76,3424,5026792
"Niger","ner","Africa",2000,52.4,778,11224523
"Nigeria","nga","Africa",2000,55.2,2836,122876723
"Norway","nor","Europe",2000,78.6,58699,4491572
"Oman","omn","Asia",2000,75.2,45472,2239403
"Pakistan","pak","Asia",2000,62.3,3366,138250487
"Panama","pan","Americas",2000,76.5,9954,3028751
"Papua New Guinea","png","Asia",2000,57.5,1856,5374051
"Paraguay","pry","Americas",2000,74.2,6031,5302703
"Peru","per","Americas",2000,74.6,6485,25914875
"Philippines","phl","Asia",2000,69.1,4243,77932247
"Poland","pol","Europe",2000,73.8,14565,38486305
"Portugal","prt","Europe",2000,76.8,26147,10278542
"Qatar","qat","Asia",2000,74.7,112238,593453
"Romania","rou","Europe",2000,71.1,9970,22128139
"Russia","rus","Europe",2000,65.1,13173,146400951
"Rwanda","rwa","Africa",2000,49.2,764,8021875
"St. Lucia","lca","Americas",2000,72,9980,156949
"St. Vincent and the Grenadines","vct","Americas",2000,69.1,7571,107897
"Samoa","wsm","Asia",2000,70.8,4326,174614
"Sao Tome and Principe","stp","Africa",2000,64.6,2157,137164
"Saudi Arabia","sau","Asia",2000,76.8,37531,21392273
"Senegal","sen","Africa",2000,59.7,1916,9860578
"Serbia","srb","Europe",2000,72.1,7741,9463306
"Seychelles","syc","Africa",2000,70.9,18453,81154
"Sierra Leone","sle","Africa",2000,51.5,1006,4060709
"Singapore","sgp","Asia",2000,78.3,51663,3918183
"Slovak Republic","svk","Europe",2000,73.3,15242,5386065
"Slovenia","svn","Europe",2000,76.1,22488,1988652
"Solomon Islands","slb","Asia",2000,61.7,1731,412336
"Somalia","som","Africa",2000,50.7,603,7385416
"South Africa","zaf","Africa",2000,56.4,9927,44896856
"Spain","esp","Europe",2000,79.2,30647,40749800
"Sri Lanka","lka","Asia",2000,72.4,4946,18783745
"Sudan","sdn","Africa",2000,62.4,2258,28079664
"Suriname","sur","Americas",2000,69.7,9908,480751
"Swaziland","swz","Africa",2000,48.8,5257,1063715
"Sweden","swe","Europe",2000,79.7,36816,8872284
"Switzerland","che","Europe",2000,79.8,49083,7165581
"Syria","syr","Asia",2000,74.4,5188,16354050
"Tajikistan","tjk","Asia",2000,65.8,1186,6186152
"Tanzania","tza","Africa",2000,54.3,1488,33991590
"Thailand","tha","Asia",2000,70.7,8939,62693322
"Timor-Leste","tls","Asia",2000,60.7,1322,847185
"Togo","tgo","Africa",2000,56.7,1305,4874735
"Tonga","ton","Asia",2000,69.6,4605,97898
"Trinidad and Tobago","tto","Americas",2000,69.5,17721,1267980
"Tunisia","tun","Africa",2000,75,7464,9699192
"Turkey","tur","Europe",2000,73.8,13025,63240157
"Turkmenistan","tkm","Asia",2000,63.7,5351,4501419
"Uganda","uga","Africa",2000,49.1,1042,23757636
"Ukraine","ukr","Europe",2000,67.3,4809,48746269
"United Arab Emirates","are","Asia",2000,73.3,108048,3050128
"United Kingdom","gbr","Europe",2000,77.8,32543,58867004
"United States","usa","Americas",2000,76.9,45986,282895741
"Uruguay","ury","Americas",2000,74.6,12876,3321242
"Uzbekistan","uzb","Asia",2000,67.6,2471,24518222
"Vanuatu","vut","Asia",2000,62.5,2823,185058
"Venezuela","ven","Americas",2000,73.8,14461,24481477
"Vietnam","vnm","Asia",2000,72,2650,80285563
"Yemen","yem","Asia",2000,62.4,4017,17795219
"Zambia","zmb","Africa",2000,44.8,2202,10585220
"Zimbabwe","zwe","Africa",2000,47.9,2521,12499981
"South Sudan","ssd","Africa",2000,54.4,2684,6692999
"Afghanistan","afg","Asia",2001,50.4,862,20531160
"Albania","alb","Europe",2001,75.1,5730,3124093
"Algeria","dza","Africa",2001,73.5,10203,31590320
"Angola","ago","Africa",2001,52.5,3417,15562791
"Antigua and Barbuda","atg","Americas",2001,74.1,18388,78972
"Argentina","arg","Americas",2001,74.3,10875,37471535
"Armenia","arm","Europe",2001,71.4,3214,3060036
"Australia","aus","Asia",2001,80.1,35452,19308681
"Austria","aut","Europe",2001,78.6,38919,8078877
"Azerbaijan","aze","Europe",2001,67.2,4863,8195648
"Bahamas","bhs","Americas",2001,70.3,26078,303138
"Bahrain","bhr","Asia",2001,74.3,44169,694893
"Bangladesh","bgd","Asia",2001,65.4,1685,133776064
"Barbados","brb","Americas",2001,74.4,14244,270686
"Belarus","blr","Europe",2001,68,7704,9891535
"Belgium","bel","Europe",2001,78,37620,10311331
"Belize","blz","Americas",2001,68.8,7373,254989
"Benin","ben","Africa",2001,57.4,1570,7174911
"Bhutan","btn","Asia",2001,67.5,3780,580784
"Bolivia","bol","Americas",2001,68.3,4315,8496378
"Bosnia and Herzegovina","bih","Europe",2001,76.2,6354,3799747
"Botswana","bwa","Africa",2001,46.5,10115,1762531
"Brazil","bra","Americas",2001,71.1,11446,178419396
"Brunei","brn","Asia",2001,76.1,74868,337074
"Bulgaria","bgr","Europe",2001,71.8,9596,7934389
"Burkina Faso","bfa","Africa",2001,53.2,1084,11943740
"Burundi","bdi","Africa",2001,48.4,720,6946720
"Cambodia","khm","Asia",2001,60.8,1448,12448881
"Cameroon","cmr","Africa",2001,54.2,2447,16349364
"Canada","can","Americas",2001,79.5,37563,30991344
"Cape Verde","cpv","Africa",2001,68.6,3784,447357
"Central African Republic","caf","Africa",2001,45.2,870,3794677
"Chad","tcd","Africa",2001,51.7,1073,8663599
"Chile","chl","Americas",2001,77.4,14925,15358418
"China","chn","Asia",2001,70,3955,1277188787
"Colombia","col","Americas",2001,73.5,8415,40988909
"Comoros","com","Africa",2001,63,1517,561525
"Congo, Dem. Rep.","cod","Africa",2001,54.5,506,49449015
"Congo, Rep.","cog","Africa",2001,53.5,4680,3183883
"Costa Rica","cri","Americas",2001,78,9465,3996800
"Cote d'Ivoire","civ","Africa",2001,52.1,2999,16865376
"Cuba","cub","Americas",2001,76.4,11588,11151472
"Cyprus","cyp","Europe",2001,78.5,30745,961482
"Czech Republic","cze","Europe",2001,75.3,21726,10244261
"Denmark","dnk","Europe",2001,77.2,41886,5354704
"Djibouti","dji","Africa",2001,60.1,2090,734088
"Dominican Republic","dom","Americas",2001,73.4,7974,8697127
"Ecuador","ecu","Americas",2001,73.4,7593,12852753
"Egypt","egy","Africa",2001,69.7,7955,69599945
"El Salvador","slv","Americas",2001,71.7,6345,5844738
"Equatorial Guinea","gnq","Africa",2001,54,18637,549007
"Eritrea","eri","Africa",2001,59.9,1511,3655006
"Estonia","est","Europe",2001,70,15894,1391754
"Ethiopia","eth","Africa",2001,52.7,656,68393128
"Fiji","fji","Asia",2001,64.4,6548,814215
"Finland","fin","Europe",2001,78.1,35327,5188446
"France","fra","Europe",2001,79.2,35197,59711914
"Gabon","gab","Africa",2001,59,17579,1260435
"Gambia","gmb","Africa",2001,63.9,1606,1267103
"Georgia","geo","Europe",2001,71.7,3451,4685769
"Germany","deu","Europe",2001,78.4,37517,81809438
"Ghana","gha","Africa",2001,59.9,2306,19293804
"Greece","grc","Europe",2001,78.9,25884,10987715
"Grenada","grd","Americas",2001,70.3,9433,101849
"Guatemala","gtm","Americas",2001,69.3,6305,11976725
"Guinea","gin","Africa",2001,54.4,1161,8955756
"Guinea-Bissau","gnb","Africa",2001,52.7,1329,1343646
"Guyana","guy","Americas",2001,63.9,5163,743163
"Haiti","hti","Americas",2001,59.2,1688,8692564
"Honduras","hnd","Americas",2001,70.6,3505,6371304
"Hong Kong, China","hkg","Asia",2001,80.73,33956,6836538
"Hungary","hun","Europe",2001,72.3,18411,10195978
"Iceland","isl","Europe",2001,80.8,34403,284037
"India","ind","Asia",2001,61.9,2628,1071888190
"Indonesia","idn","Asia",2001,67.8,6005,214448301
"Iran","irn","Asia",2001,71.3,11977,66812736
"Iraq","irq","Asia",2001,66.4,11684,24258794
"Ireland","irl","Europe",2001,78.4,42686,3901688
"Israel","isr","Asia",2001,78.8,25167,6129980
"Italy","ita","Europe",2001,79.8,36692,57359179
"Jamaica","jam","Americas",2001,74.2,8197,2618325
"Japan","jpn","Asia",2001,81.3,32230,125974298
"Jordan","jor","Asia",2001,73.6,7903,4850227
"Kazakhstan","kaz","Asia",2001,65.1,11035,14942788
"Kenya","ken","Africa",2001,55.6,2166,31863280
"Kiribati","kir","Asia",2001,60.1,1785,85858
"North Korea","prk","Asia",2001,59.2,1368,23043441
"South Korea","kor","Asia",2001,76.7,21536,46492324
"Kuwait","kwt","Asia",2001,77.6,72922,1990022
"Kyrgyz Republic","kgz","Asia",2001,66,2164,4998286
"Lao","lao","Asia",2001,56.6,2424,5424701
"Latvia","lva","Europe",2001,70,11787,2345145
"Lebanon","lbn","Asia",2001,76.3,12356,3359875
"Lesotho","lso","Africa",2001,48.9,1684,1871489
"Liberia","lbr","Africa",2001,56.3,557,2998770
"Libya","lby","Africa",2001,75,21933,5428303
"Lithuania","ltu","Europe",2001,71.6,13314,3458923
"Luxembourg","lux","Europe",2001,78.7,82071,440198
"Macedonia, FYR","mkd","Europe",2001,73,8229,2021585
"Madagascar","mdg","Africa",2001,59.6,1487,16235767
"Malawi","mwi","Africa",2001,45.9,585,11491824
"Malaysia","mys","Asia",2001,73.6,15443,23920963
"Maldives","mdv","Asia",2001,73.7,7247,285298
"Mali","mli","Africa",2001,54.1,1382,11376094
"Malta","mlt","Europe",2001,79.4,24685,389323
"Mauritania","mrt","Africa",2001,64.2,2709,2796502
"Mauritius","mus","Africa",2001,71.6,11549,1193950
"Mexico","mex","Americas",2001,74.9,14411,104239563
"Micronesia, Fed. Sts.","fsm","Asia",2001,66.8,3230,107170
"Moldova","mda","Europe",2001,69.2,2476,4185513
"Mongolia","mng","Asia",2001,62.7,4748,2419729
"Montenegro","mne","Europe",2001,73.5,9871,613239
"Morocco","mar","Africa",2001,71.8,4710,29250983
"Mozambique","moz","Africa",2001,52.8,634,18792357
"Myanmar","mmr","Asia",2001,61.3,2129,48195684
"Namibia","nam","Africa",2001,53.4,6076,1931005
"Nepal","npl","Asia",2001,65.9,1619,24140941
"Netherlands","nld","Europe",2001,78.3,42130,15984365
"New Zealand","nzl","Asia",2001,78.6,28752,3906911
"Nicaragua","nic","Americas",2001,76.2,3474,5100750
"Niger","ner","Africa",2001,52.9,804,11642308
"Nigeria","nga","Africa",2001,55.4,2888,126014935
"Norway","nor","Europe",2001,78.9,59620,4514907
"Oman","omn","Asia",2001,75.4,46523,2272547
"Pakistan","pak","Asia",2001,62.5,3362,141282077
"Panama","pan","Americas",2001,76.7,9814,3086887
"Papua New Guinea","png","Asia",2001,57.6,1806,5512835
"Paraguay","pry","Americas",2001,74.2,5860,5406625
"Peru","per","Americas",2001,75.2,6433,26261363
"Philippines","phl","Asia",2001,69,4275,79604541
"Poland","pol","Europe",2001,74.2,14744,38466543
"Portugal","prt","Europe",2001,76.8,26468,10320463
"Qatar","qat","Asia",2001,75,112539,613720
"Romania","rou","Europe",2001,71.1,10684,21983221
"Russia","rus","Europe",2001,65.1,13902,145818121
"Rwanda","rwa","Africa",2001,51,796,8329113
"St. Lucia","lca","Americas",2001,72.1,9507,158650
"St. Vincent and the Grenadines","vct","Americas",2001,69.7,7693,107989
"Samoa","wsm","Asia",2001,71,4601,175567
"Sao Tome and Principe","stp","Africa",2001,64.9,2188,140003
"Saudi Arabia","sau","Asia",2001,77.1,36387,22007937
"Senegal","sen","Africa",2001,60.2,1953,10118078
"Serbia","srb","Europe",2001,72.4,8141,9384816
"Seychelles","syc","Africa",2001,71.1,18018,82519
"Sierra Leone","sle","Africa",2001,51.8,900,4220198
"Singapore","sgp","Asia",2001,78.6,49809,4023237
"Slovak Republic","svk","Europe",2001,73.6,15778,5386224
"Slovenia","svn","Europe",2001,76.3,23115,1988287
"Solomon Islands","slb","Asia",2001,61.7,1550,423535
"Somalia","som","Africa",2001,50.9,603,7610053
"South Africa","zaf","Africa",2001,55.9,9988,45579161
"Spain","esp","Europe",2001,79.5,31488,41230518
"Sri Lanka","lka","Asia",2001,73.3,4949,18914866
"Sudan","sdn","Africa",2001,62.8,2338,28805142
"Suriname","sur","Americas",2001,69.5,10214,484210
"Swaziland","swz","Africa",2001,46.6,5263,1074765
"Sweden","swe","Europe",2001,79.8,37292,8888675
"Switzerland","che","Europe",2001,80.2,49479,7200945
"Syria","syr","Asia",2001,74.6,5232,16694414
"Tajikistan","tjk","Asia",2001,66.1,1285,6290413
"Tanzania","tza","Africa",2001,54.8,1538,34899062
"Thailand","tha","Asia",2001,71.2,9028,63415174
"Timor-Leste","tls","Asia",2001,64.4,1507,865848
"Togo","tgo","Africa",2001,56.7,1251,5006223
"Tonga","ton","Asia",2001,69.6,4745,98434
"Trinidad and Tobago","tto","Americas",2001,69.8,18383,1272383
"Tunisia","tun","Africa",2001,75.3,7699,9785665
"Turkey","tur","Europe",2001,74.4,12106,64182694
"Turkmenistan","tkm","Asia",2001,64.1,5521,4551762
"Uganda","uga","Africa",2001,49.7,1060,24534668
"Ukraine","ukr","Europe",2001,67.5,5305,48310816
"United Arab Emirates","are","Asia",2001,73.6,105860,3217865
"United Kingdom","gbr","Europe",2001,78,33282,59080221
"United States","usa","Americas",2001,76.9,45978,285796198
"Uruguay","ury","Americas",2001,74.8,12359,3327105
"Uzbekistan","uzb","Asia",2001,67.8,2543,24814629
"Vanuatu","vut","Asia",2001,62.5,2664,189288
"Venezuela","ven","Americas",2001,73.8,14673,24940223
"Vietnam","vnm","Asia",2001,72.2,2778,81123685
"Yemen","yem","Asia",2001,62.8,4053,18306287
"Zambia","zmb","Africa",2001,44.9,2260,10861238
"Zimbabwe","zwe","Africa",2001,47,2540,12603988
"South Sudan","ssd","Africa",2001,54.7,2769,6967817
